Id,Location,Matrix,Created at,Updated at,Latitude,Longitude,Name,model,Property number,Group,Zone,Description,Status,Device sn,Scannable,Slot,Factory seq,Ipcam mac,Ipcam type,Id [Coordinate systems],Name [Coordinate systems],Created at [Coordinate systems],Updated at [Coordinate systems],Client [Coordinate systems],Info page url [Coordinate systems],Tourist map [Coordinate systems]
1044,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月18日 16:15,2024年03月03日 09:33, - , - ,L-1044,KM20,L-04-L0069,0, - , - ,庫存,022103001044101,false, - , - , - ,none,,,,,,,
1056,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月24日 14:02,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0130,0, - , - ,庫存,022103001056101,false,K-2, - , - ,none,,,,,,,
1057,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月24日 15:23,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0152,0, - , - ,庫存,022103001057101,false, - , - , - ,none,,,,,,,
1061,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月18日 15:58,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0061,0, - , - ,庫存,022103001061101,false, - , - , - ,none,,,,,,,
1064,"---
x: 0.0
""y"": 1064.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 1064.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月18日 16:08,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0072,0, - , - ,庫存,022103001064101,false, - , - , - ,none,,,,,,,
1065,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月25日 15:15,2024年03月03日 09:33, - , - , - , - ,L-04-L0245,0, - , - ,庫存, - ,false,I-2, - , - ,none,,,,,,,
1068,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月24日 14:19,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0137,0, - , - ,庫存,022103001068101,false, - , - , - ,none,,,,,,,
1069,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月24日 15:15,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0144,0, - , - ,庫存,022103001069101,false, - , - , - ,none,,,,,,,
1084,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月23日 15:14,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0035,0, - , - ,庫存,022103001084101,false, - , - , - ,none,,,,,,,
1094,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月24日 15:17,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0146,0, - , - ,庫存,022103001094101,false, - , - , - ,none,,,,,,,
1095,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月24日 11:14,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0105,0, - , - ,庫存,022103001095101,false,J-1, - , - ,none,,,,,,,
1104,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月23日 15:10,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0021,0, - , - ,庫存,022103001104101,false,J-1, - , - ,none,,,,,,,
1110,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月23日 15:11,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0024,0, - , - ,庫存,022103001110101,false,J-1, - , - ,none,,,,,,,
1121,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月24日 11:12,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0102,0, - , - ,庫存,022103001121101,false,K-1, - , - ,none,,,,,,,
1124,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月24日 15:28,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0158,0, - , - ,庫存,022103001124101,false,J-1, - , - ,none,,,,,,,
1126,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月24日 15:15,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0143,0, - , - ,庫存,022103001126101,false, - , - , - ,none,,,,,,,
1127,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月24日 15:19,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0149,0, - , - ,庫存,022103001127101,false, - , - , - ,none,,,,,,,
1128,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月23日 15:15,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0038,0, - , - ,庫存,022103001128101,false, - , - , - ,none,,,,,,,
1129,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月25日 15:13,2024年03月03日 09:33, - , - , - , - ,L-04-L0242,0, - , - ,庫存, - ,false,I-2, - , - ,none,,,,,,,
1130,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月24日 13:57,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0121,0, - , - ,庫存,022103001130101,false,K-2, - , - ,none,,,,,,,
1135,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月18日 16:15,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0077,0, - , - ,庫存,022103001135101,false, - , - , - ,none,,,,,,,
1141,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月25日 15:21,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0255,0, - , - ,庫存,022103001141101,false,I-2, - , - ,none,,,,,,,
1145,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月18日 15:57,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0070,0, - , - ,庫存,022103001145101,false, - , - , - ,none,,,,,,,
1150,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月23日 15:11,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0022,0, - , - ,庫存,022103001150101,false,J-1, - , - ,none,,,,,,,
1152,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月24日 11:34,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0119,0, - , - ,庫存,022103001152101,false,K-2, - , - ,none,,,,,,,
1155,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月24日 15:13,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0141,0, - , - ,庫存,022103001155101,false, - , - , - ,none,,,,,,,
1158,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月24日 15:29,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0160,0, - , - ,庫存,022103001158101,false,J-1, - , - ,none,,,,,,,
1159,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月24日 15:19,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0150,0, - , - ,庫存,022103001159101,false, - , - , - ,none,,,,,,,
1161,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月18日 16:16,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0079,0, - , - ,庫存,022103001161101,false,K-1, - , - ,none,,,,,,,
1162,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月31日 11:38,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0284,0, - ,黑，有耳,庫存,022103001162101,false,F-1, - , - ,none,,,,,,,
1168,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月24日 17:06,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0220,0, - , - ,庫存,022103001168101,false,H-1, - , - ,none,,,,,,,
1170,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月23日 14:42,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0087,0, - ,黑·，有耳,庫存,022103001170101,false,F-2, - , - ,none,,,,,,,
1172,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2022年10月11日 17:57,2024年03月03日 09:33, - , - , - ,KM20, - ,0, - , - ,庫存,022103001172101,false,J-1, - , - ,none,,,,,,,
1173,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月23日 14:44,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0093,0, - ,黑，有耳,庫存,022103001173101,false,F-2, - , - ,none,,,,,,,
1178,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月23日 15:09,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0028,0, - , - ,庫存,022103001178101,false, - , - , - ,none,,,,,,,
1179,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月24日 16:32,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0199,0, - , - ,庫存,022103001179101,false,H-4, - , - ,none,,,,,,,
1186,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月23日 15:13,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0034,0, - , - ,庫存,022103001186101,false, - , - , - ,none,,,,,,,
1187,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月24日 17:05,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0219,0, - , - ,庫存,022103001187101,false,H-1, - , - ,none,,,,,,,
1192,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月24日 14:17,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0132,0, - , - ,庫存,022103001192101,false,K-2, - , - ,none,,,,,,,
1201,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月24日 14:01,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0129,0, - , - ,庫存,022103001201101,false,K-2, - , - ,none,,,,,,,
1211,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月24日 11:32,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0115,0, - , - ,庫存,022103001211101,false,K-2, - , - ,none,,,,,,,
1216,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月18日 16:11,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0076,0, - , - ,庫存,022103001216101,false, - , - , - ,none,,,,,,,
1218,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月25日 15:19,2024年03月03日 09:33, - , - , - , - ,L-04-L0251,0, - , - ,庫存, - ,false,I-2, - , - ,none,,,,,,,
1221,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月25日 15:17,2024年03月03日 09:33, - , - , - , - ,L-04-L0250,0, - , - ,庫存, - ,false,I-2, - , - ,none,,,,,,,
1222,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月23日 14:55,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0044,0, - ,黑，有耳,庫存,022103001222101,false,G-2, - , - ,none,,,,,,,
1225,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月23日 15:01,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0058,0, - , - ,庫存,022103001225101,false, - , - , - ,none,,,,,,,
1226,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月24日 16:24,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0188,0, - , - ,庫存,022103001226101,false,H-3, - , - ,none,,,,,,,
1228,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月24日 17:52,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0236,0, - , - ,庫存,022103001228101,false,H-2, - , - ,none,,,,,,,
1229,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月24日 17:50,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0233,0, - , - ,庫存,022103001229101,false,H-2, - , - ,none,,,,,,,
1231,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月24日 16:23,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0186,0, - , - ,庫存,022103001231101,false,H-3, - , - ,none,,,,,,,
1232,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月24日 17:03,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0214,0, - , - ,庫存,022103001232101,false,H-4, - , - ,none,,,,,,,
1234,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月24日 17:49,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0232,0, - , - ,庫存,022103001234101,false,H-2, - , - ,none,,,,,,,
1240,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月24日 15:33,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0161,0, - , - ,庫存,022103001240101,false,H-2, - , - ,none,,,,,,,
1243,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-1243,KM20, - ,0, - , - ,庫存,022103001243101,false, - , - , - ,none,,,,,,,
1248,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月23日 14:57,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0046,0, - ,黑，有耳,庫存,022103001248101,false,G-2, - , - ,none,,,,,,,
1250,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2021年08月24日 16:24,2024年03月03日 09:33, - , - , - ,KM20,L-04-L0189,0, - , - ,庫存,022103001250101,false,H-3, - , - ,none,,,,,,,
