Id,Location,Matrix,Created at,Updated at,Latitude,Longitude,Name,model,Property number,Group,Zone,Description,Status,Device sn,Scannable,Slot,Factory seq,Ipcam mac,Ipcam type,Id [Coordinate systems],Name [Coordinate systems],Created at [Coordinate systems],Updated at [Coordinate systems],Client [Coordinate systems],Info page url [Coordinate systems],Tourist map [Coordinate systems]
178,"---
x: 94.0
""y"": 0.0
z: 7.9
rotate_x: 0.0
rotate_y: 266.0
rotate_z: 0.0
","---
- -0.06975647374412558
- -0.0
- -0.9975640502598242
- 94.0
- -0.0
- 1.0
- -0.0
- 0.0
- 0.9975640502598242
- -0.0
- -0.06975647374412558
- 7.9
- 0.0
- 0.0
- 0.0
- 1.0
",2020年04月09日 13:24,2024年03月03日 09:33, - , - ,L-178,KM20,L-01-L-0080,0,6,"h15-(內）
綠，有耳",庫存,20200329178000X,true,O-1, - , - ,none,,,,,,,
179,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年07月09日 12:42,2024年03月14日 00:28,25.0354,121.567,L-179,KM10,L-02-L-0053,0,1, - ,庫存,012002000179003,true, - , - , - ,none,218,23科技燈區,2023年01月06日 12:42,2023年01月06日 12:42,1, - ,<空>
180,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年04月09日 14:03,2024年03月03日 09:33, - , - ,L-180,KM20,L-01-L-0064,0,8, - ,租借, - ,true, - , - , - ,none,,,,,,,
181,"---
x: ""-17.7""
""y"": '0.0'
z: '1.2'
rotate_x: '0.0'
rotate_y: '90.0'
rotate_z: '0.0'
","---
- 6.123233995736766e-17
- 0.0
- 1.0
- -17.7
- 0.0
- 1.0
- 0.0
- 0.0
- -1.0
- 0.0
- 6.123233995736766e-17
- 1.2
- 0.0
- 0.0
- 0.0
- 1.0
",2020年07月07日 13:29,2024年03月13日 23:32,25.0075,121.462,L-181-華電新北智慧燈桿-重慶路館前東路南側-損壞,KM20,L-02-L-0024,4,1,"華電聯網
usb 斷了",維修,022002000181003,true, - , - , - ,none,40,智慧燈桿-重慶路館前東路南側,2021年09月03日 12:43,2021年09月03日 12:43, - , - ,<空>
183,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-183,KM20, - ,0, - , - ,庫存,20200928183000X,true, - , - , - ,none,,,,,,,
185,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-185,KM20, - ,0, - , - ,庫存,022005000185003,true, - , - , - ,none,,,,,,,
186,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-186,KM20, - ,0, - , - ,庫存,20200928186000X,true, - , - , - ,none,,,,,,,
187,"---
x: '147.1'
""y"": '0.0'
z: '13.3'
rotate_x: '0.0'
rotate_y: '264.5'
rotate_z: '0.0'
","---
- -0.09584575252022354
- -0.0
- -0.9953961983671789
- 147.1
- -0.0
- 1.0
- -0.0
- 0.0
- 0.9953961983671789
- -0.0
- -0.09584575252022354
- 13.3
- 0.0
- 0.0
- 0.0
- 1.0
",2020年04月09日 13:24,2024年03月03日 09:33, - , - ,L187,KM20,L-01-L-0078,0,6,西門町復歸--h11-(內)-2.930203,庫存,20200329187000X,true, - , - , - ,none,8,哈林街,2021年01月05日 15:08,2021年01月05日 15:08, - , - ,<空>
188,"---
x: '16.8'
""y"": '0.0'
z: ""-4.4""
rotate_x: '0.0'
rotate_y: '267.0'
rotate_z: '0.0'
","---
- -0.052335956242943425
- -0.0
- -0.9986295347545739
- 16.8
- -0.0
- 1.0
- -0.0
- 0.0
- 0.9986295347545739
- -0.0
- -0.052335956242943425
- -4.4
- 0.0
- 0.0
- 0.0
- 1.0
",2020年04月09日 13:54,2024年03月03日 09:33, - , - ,L188-h26-(外)(不亮),KM20,L-01-L-0001,0,6, - ,維修,20200329188000X,true, - , - , - ,none,,,,,,,
190,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年07月15日 11:16,2024年03月13日 00:28,22.6053,120.3,L-190-高雄亞灣新創-休息區,KM20,L-02-L-0105,5,1, - ,租借,022002000190003,true, - , - , - ,none,53,高雄亞灣新創園,2021年09月30日 17:31,2023年03月29日 12:09,1, - ,<空>
191,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-191,KM20, - ,0, - , - ,庫存,20200928191000X,true, - , - , - ,none,,,,,,,
194,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年07月15日 11:14,2024年03月14日 00:25,25.0123,121.466,L-194-華電,KM20,L-02-L-0099,4,1, - ,租借,022002000194003,true, - , - , - ,none,76,新北市政府-2,2021年11月29日 15:47,2023年11月28日 17:06,1, - ,<空>
195,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-195,KM20, - ,0, - , - ,庫存,022002000195003,true, - , - , - ,none,,,,,,,
197,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-197,KM20, - ,0, - , - ,庫存,20200703197000X,true, - , - , - ,none,,,,,,,
199,"---
x: '117.74'
""y"": '0.0'
z: '71.44'
rotate_x: '0.0'
rotate_y: '178.0'
rotate_z: '0.0'
","---
- -0.9993908270190958
- 0.0
- 0.03489949670250114
- 117.74
- -0.0
- 1.0
- 0.0
- 0.0
- -0.03489949670250114
- -0.0
- -0.9993908270190958
- 71.44
- 0.0
- 0.0
- 0.0
- 1.0
",2020年04月09日 13:41,2024年03月03日 09:33, - , - ,L199,KM20,96,0,6,"1. w06-(內)轉w54-(外)
2. LightPose #47
3. 傑克遜街
西門町復歸-w54-(外)- usb扯出露線",維修,20200329199000X,true, - , - , - ,none,48,電影街_前半段,2021年09月12日 07:12,2021年09月12日 07:12, - , - ,<空>
201,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-201,KM20, - ,0, - , - ,庫存,20200928201000X,true, - , - , - ,none,,,,,,,
202,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年07月15日 11:12,2024年03月14日 00:27,25.0123,121.466,L-202-華電,KM20,L-02-L-0096,4,1,2023/1/17 歸還 usb斷,維修,022002000202003,true, - , - , - ,none,74,新北歡樂耶誕城A1,2021年11月29日 15:46,2021年11月29日 15:46, - , - ,<空>
204,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年04月09日 13:44,2024年03月03日 09:33, - , - ,L-204-碁康電腦,KM20,L-01-L-0105,0,15,Battery error,維修, - ,true, - , - , - ,none,,,,,,,
207,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年07月07日 13:32,2024年03月03日 09:33, - , - ,L-207-運營部,KM20,L-02-L-0038,0,1, - ,庫存,022002000207003,true, - , - , - ,none,139,Hank選戰Demo,2022年07月15日 19:18,2022年07月15日 19:18,1, - ,<空>
209,"---
x: '133.75'
""y"": '0.0'
z: ""-47.19""
rotate_x: '0.0'
rotate_y: '176.0'
rotate_z: '0.0'
","---
- -0.9975640502598242
- 0.0
- 0.06975647374412552
- 133.75
- -0.0
- 1.0
- 0.0
- 0.0
- -0.06975647374412552
- -0.0
- -0.9975640502598242
- -47.19
- 0.0
- 0.0
- 0.0
- 1.0
",2020年04月09日 13:24,2024年03月03日 09:33, - , - ,L209-w21-(外),KM20,L-01-L-0076,0,6, - ,庫存,20200329209000X,true, - , - , - ,none,7,百老匯街,2021年01月05日 14:46,2021年01月05日 14:46, - , - ,<空>
210,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-210,KM20, - ,0, - , - ,庫存,022002000210003,true, - , - , - ,none,,,,,,,
211,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-211,KM20, - ,0, - , - ,庫存,20200928211000X,true, - , - , - ,none,,,,,,,
212,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-212,KM20, - ,0, - , - ,庫存,022002000212003,true, - , - , - ,none,,,,,,,
214,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年07月07日 13:28,2024年03月13日 00:37,23.6586,121.42,L-214,KM20,L-02-L-0022,30,18, - ,租借,022002000214003,true, - , - , - ,none,9,力暘花蓮辦公室,2021年01月18日 13:19,2021年01月19日 18:44, - , - ,<空>
215,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年04月09日 13:24,2024年03月14日 00:50,25.036,121.567,L-215,KM20,L-01-L-0081,13,6, - ,庫存, - ,true, - , - , - ,none,261,信義第四區第二關,2023年06月09日 15:48,2023年09月06日 16:00,1, - ,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbjgrIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f6695ab68f64f1a8c7359b98792267f758915a05/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E.png
216,"---
x: 126.27
""y"": 0.0
z: -32.0
rotate_x: 0.0
rotate_y: -4.0
rotate_z: 0.0
","---
- 0.9975640502598242
- -0.0
- -0.0697564737441253
- 126.27
- 0.0
- 1.0
- -0.0
- 0.0
- 0.0697564737441253
- 0.0
- 0.9975640502598242
- -32.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年04月09日 13:33,2024年03月03日 09:33, - , - ,L-216,KM20,L-01-L-0041,0,6,綠，有耳,庫存,20200329216000X,true,O-1, - , - ,none,,,,,,,
217,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-217,KM20, - ,0, - , - ,庫存,20200928217000X,true, - , - , - ,none,,,,,,,
219,"---
x: '127.3'
""y"": '0.0'
z: '22.2'
rotate_x: '0.0'
rotate_y: '178.0'
rotate_z: '0.0'
","---
- -0.9993908270190958
- 0.0
- 0.03489949670250114
- 127.3
- -0.0
- 1.0
- 0.0
- 0.0
- -0.03489949670250114
- -0.0
- -0.9993908270190958
- 22.2
- 0.0
- 0.0
- 0.0
- 1.0
",2020年04月09日 14:00,2024年03月03日 09:33, - , - ,L219-w13-(內),KM20,L-01-L-0053,0,6, - ,庫存,20200329219000X,true, - , - , - ,none,6,傑克遜街,2021年01月05日 14:43,2021年01月05日 14:43, - , - ,<空>
220,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-220,KM20, - ,0, - , - ,庫存,022004000220003,true, - , - , - ,none,,,,,,,
223,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年04月09日 13:49,2024年03月03日 09:33, - , - ,L-223,KM20,L-01-L-0091（林翰霙）,0,6, - ,維修, - ,true, - , - , - ,none,,,,,,,
224,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-224,KM20, - ,0, - , - ,庫存,022004000224003,true, - , - , - ,none,,,,,,,
225,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-225,KM20, - ,0, - , - ,庫存,022003000225003,true, - , - , - ,none,,,,,,,
228,"---
x: ""-21.22""
""y"": ""-0.25""
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- -21.22
- 0.0
- 1.0
- 0.0
- -0.25
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年07月07日 13:22,2024年03月03日 09:33, - , - ,L-228,KM20,L-02-L-0008,0,14,battery error,維修,20200902228000X,true, - , - , - ,none,,,,,,,
229,"---
x: '12.1'
""y"": '0.0'
z: '0.0'
rotate_x: '1.23'
rotate_y: '0'
rotate_z: '0'
","---
- 1.0
- 0.0
- 0.0
- 12.1
- 0.0
- 0.9997695810021652
- -0.021465900930430278
- 0.0
- -0.0
- 0.021465900930430278
- 0.9997695810021652
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年04月09日 13:26,2024年03月03日 09:33, - , - ,L-229,KM10,L-01-L-0013,0,7, - ,庫存,012002000229003,true, - , - , - ,none,231,julia_Demo_Hank 辦公室,2023年02月14日 16:02,2023年02月14日 16:02,1, - ,<空>
230,"---
x: '2.3'
""y"": '0.0'
z: '50.98'
rotate_x: '0.0'
rotate_y: '179.0'
rotate_z: '0.0'
","---
- -0.9998476951563913
- 0.0
- 0.01745240643728344
- 2.3
- -0.0
- 1.0
- 0.0
- 0.0
- -0.01745240643728344
- -0.0
- -0.9998476951563913
- 50.98
- 0.0
- 0.0
- 0.0
- 1.0
",2020年04月09日 13:29,2024年03月03日 09:33, - , - ,L230-e11-(內),KM20,L-01-L-0034,0,6, - ,維修,20200329230000X,true, - , - , - ,none,"3,65","西岸街,新西門圓環","2021年01月04日 18:28,2021年11月04日 10:24","2021年01月04日 18:29,2021年11月04日 10:24"," - , - "," - , - ","<空>,<空>"
232,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-232,KM20, - ,0, - , - ,庫存,022004000232003,true, - , - , - ,none,,,,,,,
235,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-235,KM20, - ,0, - , - ,庫存,022003000235003,true, - , - , - ,none,,,,,,,
236,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月08日 08:51, - , - ,L-236,KM20, - ,16, - , - ,庫存,022004000236003,true, - , - , - ,none,,,,,,,
237,"---
x: ""-18.6""
""y"": '0.0'
z: '14.0'
rotate_x: '0.0'
rotate_y: '127.5'
rotate_z: '0.0'
","---
- -0.6087614290087207
- 0.0
- 0.7933533402912352
- -18.6
- -0.0
- 1.0
- 0.0
- 0.0
- -0.7933533402912352
- -0.0
- -0.6087614290087207
- 14.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年04月09日 13:53,2024年03月03日 09:33, - , - ,L-237-h33-(內),KM20,L-01-L-0003,0,6, - ,租借,20200329237000X,true, - , - , - ,none,"2,65","皇后街,新西門圓環","2021年01月04日 17:09,2021年11月04日 10:24","2021年01月04日 17:09,2021年11月04日 10:24"," - , - "," - , - ","<空>,<空>"
238,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-238,KM20, - ,0, - , - ,庫存,20200928238000X,true, - , - , - ,none,,,,,,,
239,"---
x: '103.6'
""y"": '0.0'
z: '1.49'
rotate_x: '0.0'
rotate_y: '261.0'
rotate_z: '0.0'
","---
- -0.15643446504023104
- -0.0
- -0.9876883405951377
- 103.6
- -0.0
- 1.0
- -0.0
- 0.0
- 0.9876883405951377
- -0.0
- -0.15643446504023104
- 1.49
- 0.0
- 0.0
- 0.0
- 1.0
",2020年04月09日 13:23,2024年03月03日 09:33, - , - ,L239,KM20,L-01-L-0077,0,6,西門町復歸-h14-(內)-2.965368,庫存,20200329239000X,true, - , - , - ,none,5,中央廣場_後半,2021年01月04日 18:36,2021年01月21日 15:15, - , - ,<空>
240,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-240,KM20, - ,0, - , - ,庫存,20200928240000X,true, - , - , - ,none,,,,,,,
241,"---
x: 12.4
""y"": 0.0
z: 5.3
rotate_x: 0.0
rotate_y: 180.0
rotate_z: 0.0
","---
- -1.0
- 0.0
- 1.2246467991473532e-16
- 12.4
- -0.0
- 1.0
- 0.0
- 0.0
- -1.2246467991473532e-16
- -0.0
- -1.0
- 5.3
- 0.0
- 0.0
- 0.0
- 1.0
",2020年07月07日 13:31,2024年03月03日 09:33, - , - ,L-241,KM20,L-02-L-0033,0,1, - ,庫存,022002000241003,true, - , - , - ,none,151,HENRY DEMO(241),2022年09月14日 20:48,2023年09月30日 07:14,1, - ,<空>
242,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-242,KM20, - ,0, - , - ,庫存,022005000242003,true, - , - , - ,none,,,,,,,
244,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年07月09日 12:35,2024年03月14日 01:08,25.0682,121.612,L-244,KM20,L-02-L-0043,29,1, - ,庫存,022002000244003,true, - , - , - ,none,93,南湖圖書館,2022年02月11日 15:55,2022年02月11日 15:55, - , - ,<空>
245,"---
x: '0.0'
""y"": '0.0'
z: '0.0'
rotate_x: '0.0'
rotate_y: '0.0'
rotate_z: '0.0'
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2020年07月09日 12:36,2024年03月13日 00:22,22.6163,120.284,L-245-holopark右側,KM20,L-02-L-0045,3,1, - ,租借,022002000245003,true, - , - , - ,none,37,Holopark Scene,2021年08月14日 14:28,2021年08月16日 01:14, - , - ,<空>
246,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-246,KM20, - ,0, - , - ,庫存,022004000246003,true, - , - , - ,none,,,,,,,
247,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-247,KM20, - ,0, - , - ,庫存,20200928247000X,true, - , - , - ,none,,,,,,,
250,"---
x: '76.34'
""y"": '0.0'
z: ""-1.49""
rotate_x: '0.0'
rotate_y: '88.0'
rotate_z: '0.0'
","---
- 0.03489949670250108
- 0.0
- 0.9993908270190958
- 76.34
- 0.0
- 1.0
- 0.0
- 0.0
- -0.9993908270190958
- 0.0
- 0.03489949670250108
- -1.49
- 0.0
- 0.0
- 0.0
- 1.0
",2020年04月09日 13:23,2024年03月03日 09:33, - , - ,L-250,KM20,L-01-L-0083,0,6,西門町復歸-h20-(外)-2.949251,庫存,20200329250000X,true, - , - , - ,none,5,中央廣場_後半,2021年01月04日 18:36,2021年01月21日 15:15, - , - ,<空>
251,"---
x: 0.0
""y"": 0.0
z: 0.0
rotate_x: 0.0
rotate_y: 0.0
rotate_z: 0.0
","---
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
- 0.0
- 0.0
- -0.0
- 0.0
- 1.0
- 0.0
- 0.0
- 0.0
- 0.0
- 1.0
",2023年09月30日 16:29,2024年03月03日 09:33, - , - ,L-251,KM20, - ,0, - , - ,庫存,022002000251003,true, - , - , - ,none,,,,,,,
